Active metal,Derived,Electrode support,Catalyst size,Potential,Anion Electrolyte ,[C] of Anion (M),Cation Electrolyte ,[C] of Cation (M),Membrane,H2,CO,C1,C2+,,,Paper,,
CuxO,oxide ,-,33.1,-0.83,K+,0.1,HCO3-,0.1,anion exchange membrane,46.78111588,1.716738197,9.442060086,39.91416309,,,,,
CuxO,oxide ,-,33.1,-0.78,K+,0.1,HCO3-,0.1,anion exchange membrane,52.14592275,2.789699571,14.16309013,26.60944206,,,,,
CuxO,oxide ,-,33.1,-0.68,K+,0.1,HCO3-,0.1,anion exchange membrane,47.4248927,7.510729614,24.67811159,18.87553648,,,,,
CuxO,oxide ,-,36.1,-1.08,K+,0.1,HCO3-,0.1,anion exchange membrane,96.17117117,0,0,2.702702703,,,,,
CuxO,oxide ,-,36.1,-1.03,K+,0.1,HCO3-,0.1,anion exchange membrane,56.08108108,0,0.675675676,43.45945946,,,,,
CuxO,oxide ,-,36.1,-0.98,K+,0.1,HCO3-,0.1,anion exchange membrane,46.3963964,0.225225225,2.252252252,51.03603604,,,,,
CuxO,oxide ,-,36.1,-0.93,K+,0.1,HCO3-,0.1,anion exchange membrane,36.48648649,1.351351351,3.828828829,54.66666667,,,,,
CuxO,oxide ,-,36.1,-0.88,K+,0.1,HCO3-,0.1,anion exchange membrane,53.6036036,0.900900901,6.081081081,37.65765766,,,,,
CuxO,oxide ,-,36.1,-0.83,K+,0.1,HCO3-,0.1,anion exchange membrane,61.48648649,1.126126126,6.081081081,34.23423423,,,,,
CuxO,oxide ,-,36.1,-0.78,K+,0.1,HCO3-,0.1,anion exchange membrane,57.20720721,2.702702703,9.234234234,31.52252252,,,,,
CuxO,oxide ,-,36.1,-0.68,K+,0.1,HCO3-,0.1,anion exchange membrane,54.05405405,2.702702703,12.16216216,30.47747748,,,,,
Cu,nanoparticle,glassy carbon,7,-0.95,Na+,0.1,HCO3-,0.1,ion exchange membrane,42.71047228,6.735112936,13.14168378,0,,,Morphological evolution in the absence of carbon dioxide,,
Cu,nanoparticle,glassy carbon,7,-1.05,Na+,0.1,HCO3-,0.1,ion exchange membrane,20.20533881,3.613963039,45.66735113,3.942505133,,,,,
Cu,nanoparticle,glassy carbon,7,-1.15,Na+,0.1,HCO3-,0.1,ion exchange membrane,13.30595483,2.135523614,64.55852156,4.928131417,,,,,
Cu,nanoparticle,glassy carbon,7,-1.25,Na+,0.1,HCO3-,0.1,ion exchange membrane,12.32032854,1.149897331,69.32238193,3.285420945,,,,,
Cu,nanoparticle,glassy carbon,7,-1.35,Na+,0.1,HCO3-,0.1,ion exchange membrane,24.47638604,0.821355236,76.38603696,2.628336756,,,,,
Cu,nanoparticle,glassy carbon,7,-1.45,Na+,0.1,HCO3-,0.1,ion exchange membrane,26.11909651,0.164271047,64.39425051,1.478439425,,,,,
Cu,nanoneedle,-,335,-1,K+,0.1,HCO3-,0.1,proton exchange membrane,37.79527559,9.448818898,17.84776903,34.90813648,,,Vertical Cu Nanoneedle Arrays Enhance the Local Electric Field Promoting C2 Hydrocarbons in the CO2 Electroreduction,,
Cu,nanoneedle,-,335,-1.2,K+,0.1,HCO3-,0.1,proton exchange membrane,20.99737533,1.837270341,17.58530184,59.58005249,,,,,
Cu,nanoneedle,-,335,-1.4,K+,0.1,HCO3-,0.1,proton exchange membrane,22.04724409,1.837270341,27.55905512,48.55643045,,,,,
Cu,nanoneedle,-,335,-1.6,K+,0.1,HCO3-,0.1,proton exchange membrane,35.17060367,2.624671916,41.99475066,20.20997375,,,,,
Cu2S,sulfide,glassy carbon,8,-0.85,K+,0.1,HCO3-,0.1,anion exchange membrane,15.8,16.5,66,0,,,Steering post-C-C coupling selectivity enables high efficiency electroreduction of carbon dioxide to multi-carbon alcohols,,
Cu2S,sulfide,glassy carbon,8,-0.9,K+,0.1,HCO3-,0.1,anion exchange membrane,16.8,10.5,61.4,8.2,,,,,
Cu2S,sulfide,glassy carbon,8,-0.95,K+,0.1,HCO3-,0.1,anion exchange membrane,13.8,3.5,31.1,50.8,,,,,
Cu2S,sulfide,glassy carbon,8,-1,K+,0.1,HCO3-,0.1,anion exchange membrane,18.5,1.5,29.3,48.5,,,,,
Cu2S,sulfide,glassy carbon,8,-1.05,K+,0.1,HCO3-,0.1,anion exchange membrane,29.8,0.5,19.8,42.4,,,,,
Cu2S,sulfide,glassy carbon,8,-1.1,K+,0.1,HCO3-,0.1,anion exchange membrane,35.5,0,19.4,46.7,,,,,
Cu2S,sulfide,glassy carbon,8,-1.15,K+,0.1,HCO3-,0.1,anion exchange membrane,41.8,0,6,37.3,,,,,
CuxO,oxide ,,100,-0.6,K+,0.1,HCO3-,0.1,proton exchange membrane,36.15702479,10.74380165,29.75206612,23.3481153,,,A strategy to control the grain boundary density and Cu+/Cu0 ratio of Cu-based catalysts for efficient electroreduction of CO2 to C2 products,,
CuxO,oxide ,,100,-0.7,K+,0.1,HCO3-,0.1,proton exchange membrane,30.78512397,8.47107438,28.51239669,32.02882483,,,,,
CuxO,oxide ,,100,-0.8,K+,0.1,HCO3-,0.1,proton exchange membrane,24.38016529,5.991735537,25.20661157,44.1518847,,,,,
CuxO,oxide ,,100,-0.9,K+,0.1,HCO3-,0.1,proton exchange membrane,15.70247934,4.752066116,14.87603306,64.50665188,,,,,
CuxO,oxide ,,100,-1,K+,0.1,HCO3-,0.1,proton exchange membrane,27.27272727,4.132231405,16.94214876,51.63525499,,,,,
CuxO,oxide ,,100,-1.1,K+,0.1,HCO3-,0.1,proton exchange membrane,41.94214876,2.892561983,14.87603306,39.96119734,,,,,
CuxO,oxide ,,100,-1.2,K+,0.1,HCO3-,0.1,proton exchange membrane,54.33884298,1.446280992,11.98347107,31.87915743,,,,,
Cu,nanoparticle,Vulcan Carbon,9,-2.2,K+,0.1,HCO3-,0.1,proton exchange membrane,9.770762871,3.006388576,45.09582864,35.13716648,,,Effect of nanostructured carbon support on copper electrocatalytic activity toward CO2 electroreduction to hydrocarbon fuels,,
Cu,nanoparticle,Vulcan Carbon,9,-2,K+,0.1,HCO3-,0.1,proton exchange membrane,20.48102217,3.945885006,44.53213078,29.87598647,,,,,
Cu,nanoparticle,Vulcan Carbon,9,-1.8,K+,0.1,HCO3-,0.1,proton exchange membrane,20.85682074,10.14656144,24.99060504,40.02254791,,,,,
Cu,nanoparticle,Vulcan Carbon,9,-1.6,K+,0.1,HCO3-,0.1,proton exchange membrane,30.25178504,22.54791432,7.328072153,20.1052236,,,,,
Cu,nanoparticle,Vulcan Carbon,9,-1.4,K+,0.1,HCO3-,0.1,proton exchange membrane,50.9207065,7.703870725,1.87899286,0.375798572,,,,,
Cu,nanoparticle,reduced graphene oxide,13,-2.2,K+,0.1,HCO3-,0.1,proton exchange membrane,18.33333333,7.586206897,30.55555556,35.40229885,,,,,
Cu,nanoparticle,reduced graphene oxide,13,-2,K+,0.1,HCO3-,0.1,proton exchange membrane,14.54022989,4.636015326,43.62068966,48.46743295,,,,,
Cu,nanoparticle,reduced graphene oxide,13,-1.8,K+,0.1,HCO3-,0.1,proton exchange membrane,21.91570881,6.53256705,8.850574713,61.11111111,,,,,
Cu,nanoparticle,reduced graphene oxide,13,-1.6,K+,0.1,HCO3-,0.1,proton exchange membrane,22.96934866,8.218390805,1.264367816,32.45210728,,,,,
Cu,nanoparticle,reduced graphene oxide,13,-1.4,K+,0.1,HCO3-,0.1,proton exchange membrane,63.63984674,23.18007663,0,1.264367816,,,,,
Cu,nanoparticle,onion-like carbon,15,-2.2,K+,0.1,HCO3-,0.1,proton exchange membrane,83.74587459,12.9950495,8.45709571,1.443894389,,,,,
Cu,nanoparticle,onion-like carbon,15,-2,K+,0.1,HCO3-,0.1,proton exchange membrane,73.01980198,4.331683168,9.282178218,4.125412541,,,,,
Cu,nanoparticle,onion-like carbon,15,-1.8,K+,0.1,HCO3-,0.1,proton exchange membrane,35.27227723,18.97689769,19.8019802,27.02145215,,,,,
Cu,nanoparticle,onion-like carbon,15,-1.6,K+,0.1,HCO3-,0.1,proton exchange membrane,32.38448845,22.0709571,1.650165017,14.23267327,,,,,
Cu,nanoparticle,onion-like carbon,15,-1.4,K+,0.1,HCO3-,0.1,proton exchange membrane,59.61221122,14.23267327,0,0,,,,,
Cu,graphene-covered nanocrystal,-,4,-1.14,K+,0.1,HCO3-,0.1,proton exchange membrane,44.02173913,0.489130435,7.826086957,40.59782609,,,Emergence of Potential-Controlled Cu-Nanocuboids and Graphene-Covered Cu-Nanocuboids under Operando CO2 Electroreduction,,
Cu,graphene-covered nanocrystal,-,4,-1.04,K+,0.1,HCO3-,0.1,proton exchange membrane,33.99456522,1.222826087,22.01086957,44.02173913,,,,,
Cu,graphene-covered nanocrystal,-,4,-0.94,K+,0.1,HCO3-,0.1,proton exchange membrane,33.26086957,5.135869565,39.86413043,4.64673913,,,,,
Cu,graphene-covered nanocrystal,-,4,-0.84,K+,0.1,HCO3-,0.1,proton exchange membrane,47.69021739,10.51630435,34.23913043,0,,,,,
Cu,graphene-covered nanocrystal,-,4,-0.74,K+,0.1,HCO3-,0.1,proton exchange membrane,56.98369565,5.380434783,13.94021739,0,,,,,
Cu,graphene-covered nanocrystal,-,4,-0.64,K+,0.1,HCO3-,0.1,proton exchange membrane,84.375,4.64673913,17.85326087,0,,,,,
CuxO,cube,carbon paper,85.3,-0.63,K+,0.1,HCO3-,0.1,ion exchange membrane,38.50596,13.3688,15.16696,36.82985,,,Exploring the influence of cell configurations on Cu catalyst reconstruction during CO2 electroreduction,,
CuxO,cube,carbon paper,85.3,-0.78,K+,0.1,HCO3-,0.1,ion exchange membrane,40.4613,4.59396,37.90443,34.59035,,,,,
CuxO,cube,carbon paper,85.3,-0.92,K+,0.1,HCO3-,0.1,ion exchange membrane,44.63691,3.13235,19.05228,37.10567,,,,,
CuxO,cube,carbon paper,85.3,-1.01,K+,0.1,HCO3-,0.1,ion exchange membrane,44.01741,2.89283,7.97357,43.67892,,,,,
CuxO,cube,carbon paper,85.3,-1.1,K+,0.1,HCO3-,0.1,ion exchange membrane,61.91701,0.395,0.70387,34.10788,,,,,
CuxO,nanoparticle ,carbon paper,92.9,-0.67,K+,0.1,HCO3-,0.1,ion exchange membrane,61.2035,21.75509,12.77842,1.17412,,,,,
CuxO,nanoparticle ,carbon paper,92.9,-0.77,K+,0.1,HCO3-,0.1,ion exchange membrane,36.69624,9.21004,5.87576,41.16742,,,,,
CuxO,nanoparticle ,carbon paper,92.9,-0.89,K+,0.1,HCO3-,0.1,ion exchange membrane,34.27906,8.31773,8.93614,44.39463,,,,,
CuxO,nanoparticle ,carbon paper,92.9,-1.01,K+,0.1,HCO3-,0.1,ion exchange membrane,55.9402,1.51226,0.49901,40.84411,,,,,
CuxO,nanoparticle ,carbon paper,92.9,-1.09,K+,0.1,HCO3-,0.1,ion exchange membrane,74.0652,0.63784,0,26.35527,,,,,
Cu,nanoparticle ,carbon paper,70,-0.69,K+,0.1,HCO3-,0.1,ion exchange membrane,62.83559,15.42746,13.1083,0.70813,,,,,
Cu,nanoparticle ,carbon paper,70,-0.81,K+,0.1,HCO3-,0.1,ion exchange membrane,32.51599,22.9224,19.57599,22.97109,,,,,
Cu,nanoparticle ,carbon paper,70,-0.94,K+,0.1,HCO3-,0.1,ion exchange membrane,33.89732,9.59037,12.59426,38.11154,,,,,
Cu,nanoparticle ,carbon paper,70,-1.04,K+,0.1,HCO3-,0.1,ion exchange membrane,39.23169,1.89921,8.96719,43.15988,,,,,
Cu,nanoparticle ,carbon paper,70,-1.12,K+,0.1,HCO3-,0.1,ion exchange membrane,68.21901,0.44043,0.65844,27.74754,,,,,
CuxO,oxide ,-,100,-0.72,K+,0.1,HCO3-,0.1,proton exchange membrane,73.97350993,5.321336761,0.461538462,2.081081081,,,Investigating the Origin of Enhanced C2+ Selectivity in Oxide-/Hydroxide-Derived Copper Electrodes during CO2 Electroreduction,,
CuxO,oxide ,-,100,-0.87,K+,0.1,HCO3-,0.1,proton exchange membrane,35.23178808,7.866323907,0.461538462,30.45945946,,,,,
CuxO,oxide ,-,100,-0.9,K+,0.1,HCO3-,0.1,proton exchange membrane,37.54966887,4.164524422,3.538461538,36.7027027,,,,,
CuxO,oxide ,-,100,-1.1,K+,0.1,HCO3-,0.1,proton exchange membrane,28.11258278,0.879177378,4.769230769,60.54054054,,,,,
CuxO,oxide ,-,100,-1.05,K+,0.1,HCO3-,0.1,proton exchange membrane,21.65562914,1.249357326,2.923076923,68.2972973,,,,,
CuxO,oxide ,-,100,-1.09,K+,0.1,HCO3-,0.1,proton exchange membrane,30.92715232,0.925449871,5.230769231,66.97297297,,,,,
CuxO,oxide ,-,100,-1.21,K+,0.1,HCO3-,0.1,proton exchange membrane,31.09271523,0.925449871,13.23076923,57.89189189,,,,,
Cu(OH)2,hydroxide ,-,100,-0.72,K+,0.1,HCO3-,0.1,proton exchange membrane,55.92715232,8.329048843,0.615384615,4.72972973,,,,,
Cu(OH)2,hydroxide ,-,100,-0.83,K+,0.1,HCO3-,0.1,proton exchange membrane,46.82119205,8.005141388,0.307692308,17.40540541,,,,,
Cu(OH)2,hydroxide ,-,100,-0.93,K+,0.1,HCO3-,0.1,proton exchange membrane,36.05960265,4.395886889,0.461538462,42,,,,,
Cu(OH)2,hydroxide ,-,100,-1,K+,0.1,HCO3-,0.1,proton exchange membrane,29.27152318,2.730077121,2.461538462,49,,,,,
Cu(OH)2,hydroxide ,-,100,-1.03,K+,0.1,HCO3-,0.1,proton exchange membrane,27.1192053,1.434447301,1.538461538,62.43243243,,,,,
Cu(OH)2,hydroxide ,-,100,-1.12,K+,0.1,HCO3-,0.1,proton exchange membrane,30.59602649,0.925449871,3.076923077,58.83783784,,,,,
Cu(OH)2,hydroxide ,-,100,-1.17,K+,0.1,HCO3-,0.1,proton exchange membrane,27.1192053,1.017994859,2.307692308,62.43243243,,,,,
CuxO,oxide ,carbon paper,112,-0.45,K+,0.5,HCO3-,0.5,anion exchange membrane,36.6652117,24.00698385,7.420340463,26.40768223,,,Selective Increase in CO2 Electroreduction to Ethanol Activity at Nanograin-Boundary-Rich Mixed Cu(I)/Cu(0) Sites via Enriching Co-Adsorbed CO and Hydroxyl Species,,
CuxO,oxide ,carbon paper,112,-0.55,K+,0.5,HCO3-,0.5,anion exchange membrane,27.06241816,22.4792667,9.384548232,36.6652117,,,,,
CuxO,oxide ,carbon paper,112,-0.65,K+,0.5,HCO3-,0.5,anion exchange membrane,23.78873854,14.84068093,10.03928416,48.88694893,,,,,
CuxO,oxide ,carbon paper,112,-0.75,K+,0.5,HCO3-,0.5,anion exchange membrane,20.29681362,10.03928416,7.202095155,61.76342209,,,,,
CuxO,oxide ,carbon paper,112,-0.85,K+,0.5,HCO3-,0.5,anion exchange membrane,23.78873854,8.293321694,6.983849847,58.48974247,,,,,
CuxO,oxide ,carbon paper,112,-0.95,K+,0.5,HCO3-,0.5,anion exchange membrane,30.55434308,7.202095155,5.674378001,54.77957224,,,,,
CuxO,oxide ,carbon paper,112,-1.05,K+,0.5,HCO3-,0.5,anion exchange membrane,38.19292885,5.892623309,5.892623309,49.10519424,,,,,
CuxO,oxide ,carbon paper,112,-1.15,K+,0.5,HCO3-,0.5,anion exchange membrane,45.39502401,5.674378001,4.80139677,43.21257093,,,,,
CuxO,oxide ,carbon paper,112,-1.25,K+,0.5,HCO3-,0.5,anion exchange membrane,51.72413793,4.583151462,2.837189,39.06591008,,,,,
Cu(OH)2,hydroxide ,-,-,-0.935,K+,0.1,HCO3-,0.1,proton exchange membrane,36.46055437,6.609808102,23.45415778,32.40938166,,,Understanding the Roles of Hydroxide in CO2 Electroreduction on a Cu Electrode for Achieving Variable Selectivity,,
Cu(OH)2,hydroxide ,-,-,-0.95,K+,0.1,HCO3-,0.1,proton exchange membrane,26.01279318,2.771855011,17.0575693,50.10660981,,,,,
Cu(OH)2,hydroxide ,-,-,-0.9766,K+,0.1,HCO3-,0.1,proton exchange membrane,21.32196162,1.70575693,16.41791045,57.35607676,,,,,
Cu(OH)2,hydroxide ,-,-,-0.983,K+,0.1,HCO3-,0.1,proton exchange membrane,18.33688699,1.066098081,15.13859275,65.67164179,,,,,
Cu(OH)2,hydroxide ,-,-,-0.995,K+,0.1,HCO3-,0.1,proton exchange membrane,17.69722814,0.852878465,12.79317697,70.78891258,,,,,
Cu(OH)2,hydroxide ,-,-,-1.011,K+,0.1,HCO3-,0.1,proton exchange membrane,20.04264392,0.852878465,11.51385928,68.4434968,,,,,
Cu(OH)2,hydroxide ,-,-,-1.014,K+,0.1,HCO3-,0.1,proton exchange membrane,32.19616205,0,11.08742004,56.71641791,,,,,
Cu(OH)2,hydroxide ,-,-,-1.018,K+,0.1,HCO3-,0.1,proton exchange membrane,53.51812367,0,10.44776119,33.47547974,,,,,
Cu,nano-octahedra,glassy carbon,75,-1.15,K+,0.1,HCO3-,0.1,anion exchange membrane,37.84886416,15.29902643,36.85674548,9.040333797,,,Size dependent selectivity of Cu nano-octahedra catalysts for the electrochemical reduction of CO2 to CH4,,
Cu,nano-octahedra,glassy carbon,75,-1.25,K+,0.1,HCO3-,0.1,anion exchange membrane,26.72229949,1.159017153,57.95085767,12.28558183,,,,,
Cu,nano-octahedra,glassy carbon,75,-1.35,K+,0.1,HCO3-,0.1,anion exchange membrane,41.55771905,1.159017153,44.73806212,4.404265183,,,,,
Cu,nano-octahedra,glassy carbon,150,-1.15,K+,0.1,HCO3-,0.1,anion exchange membrane,71.69216504,7.185906351,17.15345387,1.390820584,,,,,
Cu,nano-octahedra,glassy carbon,150,-1.25,K+,0.1,HCO3-,0.1,anion exchange membrane,39.47148818,3.708854891,44.73806212,7.185906351,,,,,
Cu,nano-octahedra,glassy carbon,150,-1.35,K+,0.1,HCO3-,0.1,anion exchange membrane,60.56560037,3.24524803,28.04821511,1.622624015,,,,,
Cu,nano-octahedra,glassy carbon,310,-1.15,K+,0.1,HCO3-,0.1,anion exchange membrane,86.52758461,2.086230876,2.086230876,0.927213723,,,,,
Cu,nano-octahedra,glassy carbon,310,-1.25,K+,0.1,HCO3-,0.1,anion exchange membrane,84.90496059,1.854427446,3.940658322,0.695410292,,,,,
Cu,nano-octahedra,glassy carbon,310,-1.35,K+,0.1,HCO3-,0.1,anion exchange membrane,65.43347242,2.549837738,17.15345387,1.390820584,,,,,
CuxO,oxide ,-,75,-0.64,K+,0.5,HCO3-,0.5,ion exchange membrane,64.1,4.5,27.1,0,,,Electroreduction of CO2 to Formate on a Copper-Based Electrocatalyst at High Pressures with High Energy Conversion Efficiency,,
CuxO,oxide ,-,75,-0.84,K+,0.5,HCO3-,0.5,ion exchange membrane,65.5,3.5,19.4,5.2,,,,,
CuxO,oxide ,-,75,-1.04,K+,0.5,HCO3-,0.5,ion exchange membrane,68.9,2,25,6.9,,,,,
CuxO,oxide ,-,75,-1.24,K+,0.5,HCO3-,0.5,ion exchange membrane,77.8,0.3,17.1,5.7,,,,,
Cu,nanowires,-,25,-0.195,K+,0.1,HCO3-,0.1,anion exchange membrane,63,30,7,0,,,Mechanistic Insights for Low-Overpotential Electroreduction of CO2 to CO on Copper Nanowires,,
Cu,nanowires,-,25,-0.295,K+,0.1,HCO3-,0.1,anion exchange membrane,29,62,9,0,,,,,
Cu,nanowires,-,25,-0.395,K+,0.1,HCO3-,0.1,anion exchange membrane,30,62,8,0,,,,,
Cu,nanowires,-,25,-0.495,K+,0.1,HCO3-,0.1,anion exchange membrane,19,54,25,2,,,,,
Cu,nanowires,-,36,-0.495,K+,0.1,HCO3-,0.1,anion exchange membrane,77.02407002,21.76724138,16.39240506,0.45,,,,,
Cu,nanowires,-,36,-0.395,K+,0.1,HCO3-,0.1,anion exchange membrane,68.05251641,24.78448276,9.113924051,0,,,,,
Cu,nanowires,-,36,-0.295,K+,0.1,HCO3-,0.1,anion exchange membrane,66.52078775,23.70689655,4.113924051,0,,,,,
Cu,nanowires,-,36,-0.195,K+,0.1,HCO3-,0.1,anion exchange membrane,89.49671772,17.45689655,1.898734177,0,,,,,
Cu,nanowires,-,31,-0.495,K+,0.1,HCO3-,0.1,anion exchange membrane,70.89715536,12.5,9.367088608,0.2,,,,,
Cu,nanowires,-,31,-0.395,K+,0.1,HCO3-,0.1,anion exchange membrane,76.1487965,9.913793103,6.139240506,0,,,,,
Cu,nanowires,-,31,-0.295,K+,0.1,HCO3-,0.1,anion exchange membrane,67.61487965,7.974137931,3.670886076,0,,,,,
Cu,nanowires,-,31,-0.195,K+,0.1,HCO3-,0.1,anion exchange membrane,66.30196937,4.956896552,7.151898734,0,,,,,
Cu,nanowires,-,47,-0.495,K+,0.1,HCO3-,0.1,anion exchange membrane,87.30853392,6.034482759,3.291139241,0,,,,,
Cu,nanowires,-,47,-0.395,K+,0.1,HCO3-,0.1,anion exchange membrane,74.83588621,3.663793103,1.64556962,0,,,,,
Cu,nanowires,-,47,-0.295,K+,0.1,HCO3-,0.1,anion exchange membrane,76.80525164,2.586206897,0.632911392,0,,,,,
Cu,nanowires,-,47,-0.195,K+,0.1,HCO3-,0.1,anion exchange membrane,73.96061269,2.586206897,0,0,,,,,
Cu,nanowires,-,54,-0.495,K+,0.1,HCO3-,0.1,anion exchange membrane,87.30853392,3.017241379,7.151898734,0,,,,,
Cu,nanowires,-,54,-0.395,K+,0.1,HCO3-,0.1,anion exchange membrane,85.33916849,2.370689655,6.518987342,0,,,,,
Cu,nanowires,-,54,-0.295,K+,0.1,HCO3-,0.1,anion exchange membrane,97.37417943,1.077586207,4.683544304,0,,,,,
,,,,,,,,,,,,,,,,,,
